STATE/UT,Year,CAUSE,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Total Male,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above,Total Female,Grand Total,shortCode
GUJARAT,2003,Self-employed (Business activity),0,59,98,50,18,225,0,3,0,0,0,3,228,GJ
GUJARAT,2003,Professional Activity,0,143,135,81,17,376,0,8,1,0,5,14,390,GJ
GUJARAT,2003,Farming/Agriculture Activity,0,149,169,121,30,469,0,46,33,24,9,112,581,GJ
GUJARAT,2003,Retired Person,0,5,6,17,57,85,0,2,3,4,29,38,123,GJ
GUJARAT,2003,Total,22,931,996,523,178,2650,43,873,581,260,159,1916,4566,GJ
GUJARAT,2003,Total Salaried,0,149,195,82,8,434,0,42,25,3,0,70,504,GJ
GUJARAT,2003,Total Self-employed,2,464,574,324,75,1439,11,94,50,31,21,207,1646,GJ
HARYANA,2003,Others (Please Specify),20,236,240,104,48,648,14,49,46,22,9,140,788,HR
HARYANA,2003,House Wife,0,0,0,0,0,0,0,173,107,29,12,321,321,HR
HARYANA,2003,Service (Government),0,20,28,20,0,68,0,5,4,1,0,10,78,HR
HARYANA,2003,Service (Private),6,68,90,25,1,190,0,26,8,2,0,36,226,HR
HARYANA,2003,Public Sector Undertaking,0,17,33,4,0,54,0,10,6,1,0,17,71,HR
HARYANA,2003,Student,5,69,12,0,0,86,10,28,1,0,0,39,125,HR
HARYANA,2003,Unemployed,2,89,65,25,3,184,1,17,7,3,0,28,212,HR
HARYANA,2003,Self-employed (Business activity),0,7,55,50,23,135,0,1,0,0,0,1,136,HR
HARYANA,2003,Professional Activity,0,11,13,9,0,33,0,0,0,0,0,0,33,HR
HARYANA,2003,Farming/Agriculture Activity,1,59,66,51,15,192,0,5,6,4,0,15,207,HR
HARYANA,2003,Retired Person,0,0,0,10,13,23,0,0,0,4,3,7,30,HR
HARYANA,2003,Total,34,576,602,298,103,1613,25,314,185,66,24,614,2227,HR
HARYANA,2003,Total Salaried,6,105,151,49,1,312,0,41,18,4,0,63,375,HR
HARYANA,2003,Total Self-employed,5,197,159,136,50,547,6,30,31,17,5,89,636,HR
HIMACHAL PRADESH,2003,Others (Please Specify),0,30,26,33,8,97,1,16,16,10,2,45,142,HP
HIMACHAL PRADESH,2003,House Wife,0,0,0,0,0,0,0,37,25,10,0,72,72,HP
HIMACHAL PRADESH,2003,Service (Government),0,1,8,5,0,14,0,0,1,1,0,2,16,HP
HIMACHAL PRADESH,2003,Service (Private),0,8,12,9,1,30,0,1,1,0,0,2,32,HP
HIMACHAL PRADESH,2003,Public Sector Undertaking,0,0,2,0,0,2,0,0,0,0,0,0,2,HP
HIMACHAL PRADESH,2003,Student,2,9,0,0,0,11,4,15,0,0,0,19,30,HP
HIMACHAL PRADESH,2003,Unemployed,0,24,15,0,2,41,0,1,0,0,0,1,42,HP
HIMACHAL PRADESH,2003,Self-employed (Business activity),0,0,5,6,2,13,0,0,0,0,0,0,13,HP
HIMACHAL PRADESH,2003,Professional Activity,0,1,0,0,1,2,0,0,0,0,0,0,2,HP
HIMACHAL PRADESH,2003,Farming/Agriculture Activity,0,5,13,10,1,29,0,2,3,0,0,5,34,HP
HIMACHAL PRADESH,2003,Retired Person,0,0,0,0,1,1,0,0,0,0,0,0,1,HP
HIMACHAL PRADESH,2003,Total,2,78,81,63,16,240,5,72,46,21,2,146,386,HP
HIMACHAL PRADESH,2003,Total Salaried,0,9,22,14,1,46,0,1,2,1,0,4,50,HP
HIMACHAL PRADESH,2003,Total Self-employed,0,13,32,33,8,86,1,5,4,1,0,11,97,HP
JAMMU & KASHMIR,2003,Others (Please Specify),1,19,15,8,4,47,3,15,7,3,1,29,76,JK
JAMMU & KASHMIR,2003,House Wife,0,0,0,0,0,0,1,26,12,0,2,41,41,JK
JAMMU & KASHMIR,2003,Service (Government),0,2,3,0,0,5,0,0,0,0,0,0,5,JK
JAMMU & KASHMIR,2003,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0,JK
JAMMU & KASHMIR,2003,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,JK
JAMMU & KASHMIR,2003,Student,0,2,0,0,0,2,0,2,0,0,0,2,4,JK
JAMMU & KASHMIR,2003,Unemployed,0,3,1,0,0,4,0,0,0,0,0,0,4,JK
JAMMU & KASHMIR,2003,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0,JK
JAMMU & KASHMIR,2003,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,JK
JAMMU & KASHMIR,2003,Farming/Agriculture Activity,0,4,0,1,0,5,1,0,2,0,0,3,8,JK
JAMMU & KASHMIR,2003,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0,JK
JAMMU & KASHMIR,2003,Total,1,30,19,9,4,63,5,43,21,3,3,75,138,JK
JAMMU & KASHMIR,2003,Total Salaried,0,2,3,0,0,5,0,0,0,0,0,0,5,JK
JAMMU & KASHMIR,2003,Total Self-employed,0,6,2,2,0,10,1,2,2,0,0,5,15,JK
JHARKHAND,2003,Others (Please Specify),6,23,21,17,9,76,4,15,8,17,0,44,120,JH
JHARKHAND,2003,House Wife,0,0,0,0,0,0,0,28,25,10,0,63,63,JH
JHARKHAND,2003,Service (Government),0,0,0,0,0,0,0,0,0,0,0,0,0,JH
JHARKHAND,2003,Service (Private),0,0,4,1,0,5,0,0,3,0,0,3,8,JH
JHARKHAND,2003,Public Sector Undertaking,0,0,2,1,0,3,0,0,2,1,0,3,6,JH
JHARKHAND,2003,Student,3,4,0,0,0,7,0,3,0,0,0,3,10,JH
JHARKHAND,2003,Unemployed,0,8,8,11,0,27,0,1,1,0,0,2,29,JH
JHARKHAND,2003,Self-employed (Business activity),0,0,2,1,0,3,0,0,1,0,0,1,4,JH
JHARKHAND,2003,Professional Activity,0,4,1,2,2,9,0,0,0,0,0,0,9,JH
JHARKHAND,2003,Farming/Agriculture Activity,0,4,14,3,0,21,0,0,0,0,0,0,21,JH
JHARKHAND,2003,Retired Person,0,2,0,0,0,2,0,0,0,0,0,0,2,JH
JHARKHAND,2003,Total,9,45,52,36,11,153,4,47,40,28,0,119,272,JH
JHARKHAND,2003,Total Salaried,0,0,6,2,0,8,0,0,5,1,0,6,14,JH
JHARKHAND,2003,Total Self-employed,0,26,27,12,2,67,0,10,1,2,0,13,80,JH
KARNATAKA,2003,Others (Please Specify),53,982,1159,743,411,3348,54,510,410,160,77,1211,4559,KA
KARNATAKA,2003,House Wife,0,0,0,0,0,0,6,703,658,309,188,1864,1864,KA
KARNATAKA,2003,Service (Government),0,40,75,81,2,198,0,14,11,0,0,25,223,KA
KARNATAKA,2003,Service (Private),5,194,266,161,62,688,0,71,51,34,8,164,852,KA
KARNATAKA,2003,Public Sector Undertaking,0,57,91,56,8,212,2,17,6,8,1,34,246,KA
KARNATAKA,2003,Student,54,154,16,2,1,227,62,127,4,2,0,195,422,KA
KARNATAKA,2003,Unemployed,12,235,207,132,64,650,3,63,26,8,7,107,757,KA
KARNATAKA,2003,Self-employed (Business activity),10,127,212,150,45,544,6,5,4,3,2,20,564,KA
KARNATAKA,2003,Professional Activity,0,44,60,26,6,136,0,2,4,2,0,8,144,KA
KARNATAKA,2003,Farming/Agriculture Activity,8,593,809,642,274,2326,21,119,107,85,20,352,2678,KA
KARNATAKA,2003,Retired Person,0,0,0,9,37,46,0,0,0,0,6,6,52,KA
KARNATAKA,2003,Total,142,2426,2895,2002,910,8375,154,1631,1281,611,309,3986,12361,KA
KARNATAKA,2003,Total Salaried,5,291,432,298,72,1098,2,102,68,42,9,223,1321,KA
KARNATAKA,2003,Total Self-employed,38,1389,1856,1293,541,5117,55,384,323,180,68,1010,6127,KA
KERALA,2003,Others (Please Specify),7,558,1022,1009,688,3284,15,197,98,109,128,547,3831,KL
KERALA,2003,House Wife,0,0,0,0,0,0,0,294,467,373,297,1431,1431,KL
KERALA,2003,Service (Government),0,4,35,47,0,86,0,7,5,7,0,19,105,KL
KERALA,2003,Service (Private),0,54,142,105,24,325,0,16,17,5,3,41,366,KL
KERALA,2003,Public Sector Undertaking,0,8,22,32,1,63,0,8,0,4,0,12,75,KL
KERALA,2003,Student,43,109,8,0,0,160,33,109,12,0,0,154,314,KL
KERALA,2003,Unemployed,0,249,195,207,232,883,1,118,28,24,45,216,1099,KL
KERALA,2003,Self-employed (Business activity),0,51,133,141,64,389,0,4,3,0,0,7,396,KL
KERALA,2003,Professional Activity,0,26,65,46,12,149,0,3,2,1,0,6,155,KL
KERALA,2003,Farming/Agriculture Activity,0,141,407,600,372,1520,0,18,15,17,13,63,1583,KL
KERALA,2003,Retired Person,0,0,3,29,44,76,0,0,0,4,3,7,83,KL
KERALA,2003,Total,50,1200,2032,2216,1437,6935,49,774,647,544,489,2503,9438,KL
KERALA,2003,Total Salaried,0,66,199,184,25,474,0,31,22,16,3,72,546,KL
KERALA,2003,Total Self-employed,3,608,1328,1508,917,4364,4,181,98,119,91,493,4857,KL
LAKSHADWEEP,2003,Others (Please Specify),0,0,0,0,1,1,0,0,0,0,0,0,1,LD
LAKSHADWEEP,2003,House Wife,0,0,0,0,0,0,0,1,0,0,0,1,1,LD
LAKSHADWEEP,2003,Service (Government),0,0,0,0,0,0,0,0,0,0,0,0,0,LD
LAKSHADWEEP,2003,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0,LD
LAKSHADWEEP,2003,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,LD
LAKSHADWEEP,2003,Student,0,0,0,0,0,0,0,0,0,0,0,0,0,LD
LAKSHADWEEP,2003,Unemployed,0,0,0,0,0,0,0,0,0,0,0,0,0,LD
LAKSHADWEEP,2003,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0,LD
LAKSHADWEEP,2003,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,LD
LAKSHADWEEP,2003,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,LD
LAKSHADWEEP,2003,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0,LD
LAKSHADWEEP,2003,Total,0,0,0,0,1,1,0,1,0,0,0,1,2,LD
LAKSHADWEEP,2003,Total Salaried,0,0,0,0,0,0,0,0,0,0,0,0,0,LD
LAKSHADWEEP,2003,Total Self-employed,0,0,0,0,0,0,0,0,0,0,0,0,0,LD
MADHYA PRADESH,2003,Others (Please Specify),44,288,294,196,91,913,40,286,94,30,22,472,1385,MP
MADHYA PRADESH,2003,House Wife,0,0,0,0,0,0,1,1185,576,188,79,2029,2029,MP
MADHYA PRADESH,2003,Service (Government),0,88,88,27,1,204,1,34,22,5,0,62,266,MP
MADHYA PRADESH,2003,Service (Private),0,148,125,43,9,325,0,51,21,2,0,74,399,MP
MADHYA PRADESH,2003,Public Sector Undertaking,0,60,57,15,3,135,1,15,2,5,0,23,158,MP
MADHYA PRADESH,2003,Student,46,136,2,0,0,184,40,98,0,0,0,138,322,MP
MADHYA PRADESH,2003,Unemployed,0,119,68,19,13,219,0,5,7,0,0,12,231,MP
MADHYA PRADESH,2003,Self-employed (Business activity),0,86,81,43,33,243,0,17,15,8,10,50,293,MP
MADHYA PRADESH,2003,Professional Activity,0,52,68,46,23,189,0,5,8,4,5,22,211,MP
MADHYA PRADESH,2003,Farming/Agriculture Activity,4,402,431,177,89,1103,6,183,115,29,9,342,1445,MP
MADHYA PRADESH,2003,Retired Person,0,0,0,0,23,23,0,0,0,0,0,0,23,MP
MADHYA PRADESH,2003,Total,94,1379,1214,566,285,3538,89,1879,860,271,125,3224,6762,MP
MADHYA PRADESH,2003,Total Salaried,0,296,270,85,13,664,2,100,45,12,0,159,823,MP
MADHYA PRADESH,2003,Total Self-employed,31,715,781,374,198,2099,32,473,220,68,43,836,2935,MP
MAHARASHTRA,2003,Others (Please Specify),9,633,870,562,240,2314,6,121,64,41,19,251,2565,MH
MAHARASHTRA,2003,House Wife,0,0,0,0,0,0,0,1701,1206,410,205,3522,3522,MH
MAHARASHTRA,2003,Service (Government),0,43,126,77,0,246,0,14,13,3,0,30,276,MH
MAHARASHTRA,2003,Service (Private),0,419,683,297,33,1432,0,86,72,13,0,171,1603,MH
MAHARASHTRA,2003,Public Sector Undertaking,0,24,58,36,0,118,0,9,5,3,0,17,135,MH
MAHARASHTRA,2003,Student,81,408,10,0,0,499,81,290,4,0,0,375,874,MH
MAHARASHTRA,2003,Unemployed,1,414,350,105,17,887,1,42,25,13,0,81,968,MH
MAHARASHTRA,2003,Self-employed (Business activity),0,152,223,122,22,519,0,11,11,4,0,26,545,MH
MAHARASHTRA,2003,Professional Activity,0,74,116,62,18,270,0,10,4,1,1,16,286,MH
MAHARASHTRA,2003,Farming/Agriculture Activity,8,899,1310,812,352,3381,4,202,148,73,28,455,3836,MH
MAHARASHTRA,2003,Retired Person,0,0,1,33,110,144,0,0,0,0,6,6,150,MH
MAHARASHTRA,2003,Total,99,3066,3747,2106,792,9810,92,2486,1552,561,259,4950,14760,MH
MAHARASHTRA,2003,Total Salaried,0,486,867,410,33,1796,0,109,90,19,0,218,2014,MH
MAHARASHTRA,2003,Total Self-employed,17,1717,2480,1542,620,6376,10,340,225,115,46,736,7112,MH
MANIPUR,2003,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0,MN
MANIPUR,2003,House Wife,0,0,0,0,0,0,0,1,0,0,1,2,2,MN
MANIPUR,2003,Service (Government),0,0,2,2,0,4,0,0,0,0,0,0,4,MN
MANIPUR,2003,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0,MN
MANIPUR,2003,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,MN
MANIPUR,2003,Student,0,9,0,0,0,9,0,3,0,0,0,3,12,MN
MANIPUR,2003,Unemployed,0,0,0,0,0,0,0,0,0,0,0,0,0,MN
MANIPUR,2003,Self-employed (Business activity),0,0,4,0,0,4,0,0,0,0,0,0,4,MN
MANIPUR,2003,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,MN
MANIPUR,2003,Farming/Agriculture Activity,0,0,0,1,3,4,0,0,0,0,0,0,4,MN
MANIPUR,2003,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0,MN
MANIPUR,2003,Total,0,9,6,3,3,21,0,4,0,0,1,5,26,MN
MANIPUR,2003,Total Salaried,0,0,2,2,0,4,0,0,0,0,0,0,4,MN
MANIPUR,2003,Total Self-employed,0,0,4,1,3,8,0,0,0,0,0,0,8,MN
MEGHALAYA,2003,Others (Please Specify),1,2,5,2,0,10,0,4,2,0,0,6,16,ML
MEGHALAYA,2003,House Wife,0,0,0,0,0,0,0,0,0,0,1,1,1,ML
MEGHALAYA,2003,Service (Government),0,1,2,1,0,4,0,0,0,0,0,0,4,ML
MEGHALAYA,2003,Service (Private),0,2,3,1,0,6,0,0,0,0,0,0,6,ML
MEGHALAYA,2003,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,ML
MEGHALAYA,2003,Student,2,0,0,0,0,2,1,0,0,0,0,1,3,ML
MEGHALAYA,2003,Unemployed,0,2,4,0,0,6,0,0,0,0,0,0,6,ML
MEGHALAYA,2003,Self-employed (Business activity),0,0,0,0,0,0,0,1,0,0,0,1,1,ML
MEGHALAYA,2003,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,ML
MEGHALAYA,2003,Farming/Agriculture Activity,0,0,0,3,1,4,0,0,0,0,0,0,4,ML
MEGHALAYA,2003,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0,ML
MEGHALAYA,2003,Total,3,7,14,7,1,32,1,5,2,0,1,9,41,ML
MEGHALAYA,2003,Total Salaried,0,3,5,2,0,10,0,0,0,0,0,0,10,ML
MEGHALAYA,2003,Total Self-employed,1,2,5,5,1,14,0,5,2,0,0,7,21,ML
MIZORAM,2003,Others (Please Specify),1,7,8,3,0,19,0,3,7,1,0,11,30,MZ
MIZORAM,2003,House Wife,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ
MIZORAM,2003,Service (Government),0,1,2,1,0,4,0,0,0,0,0,0,4,MZ
MIZORAM,2003,Service (Private),0,4,1,0,0,5,0,0,0,0,0,0,5,MZ
MIZORAM,2003,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ
MIZORAM,2003,Student,0,1,0,0,0,1,0,0,0,0,0,0,1,MZ
MIZORAM,2003,Unemployed,0,4,5,0,0,9,0,0,0,0,0,0,9,MZ
MIZORAM,2003,Self-employed (Business activity),0,1,0,2,0,3,0,0,0,0,0,0,3,MZ
MIZORAM,2003,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ
MIZORAM,2003,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ
MIZORAM,2003,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ
MIZORAM,2003,Total,1,18,16,6,0,41,0,3,7,1,0,11,52,MZ
MIZORAM,2003,Total Salaried,0,5,3,1,0,9,0,0,0,0,0,0,9,MZ
MIZORAM,2003,Total Self-employed,1,6,7,4,0,18,0,2,7,1,0,10,28,MZ
NAGALAND,2003,Others (Please Specify),0,2,2,0,0,4,0,0,0,0,0,0,4,NG
NAGALAND,2003,House Wife,0,0,0,0,0,0,0,4,0,0,0,4,4,NG
NAGALAND,2003,Service (Government),0,0,7,0,0,7,0,0,0,0,0,0,7,NG
NAGALAND,2003,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0,NG
NAGALAND,2003,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,NG
NAGALAND,2003,Student,0,1,0,0,0,1,0,1,0,0,0,1,2,NG
NAGALAND,2003,Unemployed,0,3,1,0,0,4,0,0,0,0,0,0,4,NG
NAGALAND,2003,Self-employed (Business activity),0,0,1,0,0,1,0,0,0,0,0,0,1,NG
NAGALAND,2003,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,NG
NAGALAND,2003,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,NG
NAGALAND,2003,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0,NG
NAGALAND,2003,Total,0,6,11,0,0,17,0,5,0,0,0,5,22,NG
NAGALAND,2003,Total Salaried,0,0,7,0,0,7,0,0,0,0,0,0,7,NG
NAGALAND,2003,Total Self-employed,0,1,1,0,0,2,0,0,0,0,0,0,2,NG
ODISHA,2003,Others (Please Specify),44,295,405,299,104,1147,21,210,127,102,38,498,1645,OD
ODISHA,2003,House Wife,0,0,0,0,0,0,0,306,205,110,26,647,647,OD
ODISHA,2003,Service (Government),1,20,17,24,0,62,0,43,36,12,0,91,153,OD
ODISHA,2003,Service (Private),5,149,102,107,14,377,0,30,30,21,3,84,461,OD
ODISHA,2003,Public Sector Undertaking,0,21,29,56,0,106,0,10,4,0,0,14,120,OD
ODISHA,2003,Student,16,101,17,13,0,147,22,86,3,1,0,112,259,OD
ODISHA,2003,Unemployed,0,145,116,33,3,297,2,75,47,8,0,132,429,OD
ODISHA,2003,Self-employed (Business activity),0,65,69,48,2,184,1,15,8,6,0,30,214,OD
ODISHA,2003,Professional Activity,0,26,17,12,0,55,0,6,9,7,0,22,77,OD
ODISHA,2003,Farming/Agriculture Activity,1,101,136,69,17,324,0,21,10,10,0,41,365,OD
ODISHA,2003,Retired Person,0,3,1,0,37,41,0,0,4,4,1,9,50,OD
ODISHA,2003,Total,67,926,909,661,177,2740,46,802,483,281,68,1680,4420,OD
ODISHA,2003,Total Salaried,6,190,148,187,14,545,0,83,70,33,3,189,734,OD
ODISHA,2003,Total Self-employed,17,396,492,343,89,1337,7,170,103,85,27,392,1729,OD
PUDUCHERRY,2003,Others (Please Specify),0,47,72,41,18,178,0,7,2,4,0,13,191,PY
PUDUCHERRY,2003,House Wife,0,0,0,0,0,0,0,49,28,14,17,108,108,PY
PUDUCHERRY,2003,Service (Government),0,1,3,4,0,8,0,1,1,0,0,2,10,PY
PUDUCHERRY,2003,Service (Private),0,9,5,2,1,17,0,10,0,0,0,10,27,PY
PUDUCHERRY,2003,Public Sector Undertaking,0,1,5,4,1,11,0,0,0,0,0,0,11,PY
PUDUCHERRY,2003,Student,3,12,0,0,0,15,0,15,0,0,0,15,30,PY
PUDUCHERRY,2003,Unemployed,0,18,10,9,8,45,0,40,1,0,1,42,87,PY
PUDUCHERRY,2003,Self-employed (Business activity),0,4,8,4,4,20,0,1,0,0,0,1,21,PY
PUDUCHERRY,2003,Professional Activity,1,21,33,17,1,73,0,1,0,0,0,1,74,PY
PUDUCHERRY,2003,Farming/Agriculture Activity,0,1,10,7,3,21,0,2,0,0,0,2,23,PY
PUDUCHERRY,2003,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0,PY
PUDUCHERRY,2003,Total,4,114,146,88,36,388,0,126,32,18,18,194,582,PY
PUDUCHERRY,2003,Total Salaried,0,11,13,10,2,36,0,11,1,0,0,12,48,PY
PUDUCHERRY,2003,Total Self-employed,1,73,123,66,25,288,0,11,2,4,0,17,305,PY
PUNJAB,2003,Others (Please Specify),3,125,97,56,30,311,1,13,12,3,1,30,341,PN
PUNJAB,2003,House Wife,0,0,0,0,0,0,0,33,34,5,2,74,74,PN
PUNJAB,2003,Service (Government),0,3,4,3,0,10,0,0,1,1,0,2,12,PN
PUNJAB,2003,Service (Private),0,16,13,2,3,34,0,2,2,0,1,5,39,PN
PUNJAB,2003,Public Sector Undertaking,0,0,2,0,0,2,0,0,0,0,0,0,2,PN
PUNJAB,2003,Student,0,13,1,0,0,14,3,6,0,0,0,9,23,PN
PUNJAB,2003,Unemployed,0,26,17,11,1,55,1,1,1,0,0,3,58,PN
PUNJAB,2003,Self-employed (Business activity),0,19,13,13,1,46,0,1,0,0,0,1,47,PN
PUNJAB,2003,Professional Activity,0,1,1,0,0,2,0,0,0,0,0,0,2,PN
PUNJAB,2003,Farming/Agriculture Activity,0,11,8,6,0,25,0,0,0,1,0,1,26,PN
PUNJAB,2003,Retired Person,0,0,0,1,6,7,0,0,0,0,0,0,7,PN
PUNJAB,2003,Total,3,214,156,92,41,506,5,56,50,10,4,125,631,PN
PUNJAB,2003,Total Salaried,0,19,19,5,3,46,0,2,3,1,1,7,53,PN
PUNJAB,2003,Total Self-employed,2,70,65,50,5,192,0,3,2,1,0,6,198,PN
RAJASTHAN,2003,Others (Please Specify),42,316,313,176,107,954,21,69,26,16,10,142,1096,RJ
RAJASTHAN,2003,House Wife,0,0,0,0,0,0,2,417,336,137,46,938,938,RJ
RAJASTHAN,2003,Service (Government),0,3,25,14,0,42,0,2,1,0,0,3,45,RJ
RAJASTHAN,2003,Service (Private),0,63,124,61,10,258,0,14,11,2,0,27,285,RJ
RAJASTHAN,2003,Public Sector Undertaking,0,22,35,16,0,73,0,11,6,1,0,18,91,RJ
RAJASTHAN,2003,Student,24,110,4,0,0,138,13,51,3,0,0,67,205,RJ
RAJASTHAN,2003,Unemployed,0,70,66,22,0,158,0,3,0,0,0,3,161,RJ
RAJASTHAN,2003,Self-employed (Business activity),0,33,72,30,5,140,0,0,0,0,0,0,140,RJ
RAJASTHAN,2003,Professional Activity,0,12,22,10,2,46,0,0,0,0,0,0,46,RJ
RAJASTHAN,2003,Farming/Agriculture Activity,0,195,218,111,38,562,0,34,27,12,1,74,636,RJ
RAJASTHAN,2003,Retired Person,0,0,0,10,8,18,0,0,0,0,0,0,18,RJ
RAJASTHAN,2003,Total,66,824,879,450,170,2389,36,601,410,168,57,1272,3661,RJ
RAJASTHAN,2003,Total Salaried,0,88,184,91,10,373,0,27,18,3,0,48,421,RJ
RAJASTHAN,2003,Total Self-employed,11,425,502,274,135,1347,8,75,43,17,4,147,1494,RJ
SIKKIM,2003,Others (Please Specify),0,0,0,4,1,5,0,0,0,0,0,0,5,SK
SIKKIM,2003,House Wife,0,0,0,0,0,0,0,7,5,4,5,21,21,SK
SIKKIM,2003,Service (Government),0,0,3,2,1,6,0,0,3,0,0,3,9,SK
SIKKIM,2003,Service (Private),0,4,2,4,3,13,0,0,0,0,0,0,13,SK
SIKKIM,2003,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,SK
SIKKIM,2003,Student,1,7,0,0,1,9,0,1,0,0,0,1,10,SK
SIKKIM,2003,Unemployed,0,6,5,0,1,12,0,1,0,0,0,1,13,SK
SIKKIM,2003,Self-employed (Business activity),0,0,3,0,0,3,0,0,0,0,0,0,3,SK
SIKKIM,2003,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,SK
SIKKIM,2003,Farming/Agriculture Activity,0,8,3,4,5,20,0,0,0,7,4,11,31,SK
SIKKIM,2003,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0,SK
SIKKIM,2003,Total,1,25,16,14,12,68,0,9,8,11,9,37,105,SK
SIKKIM,2003,Total Salaried,0,4,5,6,4,19,0,0,3,0,0,3,22,SK
SIKKIM,2003,Total Self-employed,0,8,6,8,6,28,0,0,0,7,4,11,39,SK
TAMIL NADU,2003,Others (Please Specify),64,457,724,618,269,2132,75,228,296,166,123,888,3020,TN
TAMIL NADU,2003,House Wife,0,0,0,0,0,0,0,779,777,409,103,2068,2068,TN
TAMIL NADU,2003,Service (Government),0,36,74,74,5,189,0,31,22,24,0,77,266,TN
TAMIL NADU,2003,Service (Private),0,208,321,223,42,794,0,179,155,93,10,437,1231,TN
TAMIL NADU,2003,Public Sector Undertaking,0,78,141,78,11,308,0,32,44,24,1,101,409,TN
TAMIL NADU,2003,Student,60,170,17,0,0,247,79,136,4,0,0,219,466,TN
TAMIL NADU,2003,Unemployed,11,490,524,298,145,1468,7,200,147,123,29,506,1974,TN
TAMIL NADU,2003,Self-employed (Business activity),1,155,258,240,46,700,0,38,38,23,7,106,806,TN
TAMIL NADU,2003,Professional Activity,0,127,159,95,36,417,0,20,23,33,3,79,496,TN
TAMIL NADU,2003,Farming/Agriculture Activity,1,244,300,200,87,832,5,101,71,27,16,220,1052,TN
TAMIL NADU,2003,Retired Person,0,0,0,15,52,67,0,0,0,4,13,17,84,TN
TAMIL NADU,2003,Total,137,1965,2518,1841,693,7154,166,1744,1577,926,305,4718,11872,TN
TAMIL NADU,2003,Total Salaried,0,322,536,375,58,1291,0,242,221,141,11,615,1906,TN
TAMIL NADU,2003,Total Self-employed,26,851,1178,950,326,3331,30,269,250,157,76,782,4113,TN
TRIPURA,2003,Others (Please Specify),0,18,10,6,0,34,3,6,5,1,0,15,49,TR
TRIPURA,2003,House Wife,0,0,0,0,0,0,0,52,51,17,0,120,120,TR
TRIPURA,2003,Service (Government),0,12,4,3,0,19,0,3,3,3,0,9,28,TR
TRIPURA,2003,Service (Private),0,14,6,3,0,23,0,2,2,0,0,4,27,TR
TRIPURA,2003,Public Sector Undertaking,0,17,11,7,0,35,0,4,4,2,0,10,45,TR
TRIPURA,2003,Student,7,59,70,21,0,157,2,29,31,11,0,73,230,TR
TRIPURA,2003,Unemployed,0,74,85,49,0,208,3,35,40,24,0,102,310,TR
TRIPURA,2003,Self-employed (Business activity),0,4,2,1,0,7,0,4,3,2,0,9,16,TR
TRIPURA,2003,Professional Activity,0,0,0,1,0,1,0,3,2,1,0,6,7,TR
TRIPURA,2003,Farming/Agriculture Activity,0,0,0,0,0,0,0,2,1,1,0,4,4,TR
TRIPURA,2003,Retired Person,0,0,0,0,4,4,0,0,0,0,4,4,8,TR
TRIPURA,2003,Total,7,198,188,91,4,488,8,140,142,62,4,356,844,TR
TRIPURA,2003,Total Salaried,0,43,21,13,0,77,0,9,9,5,0,23,100,TR
TRIPURA,2003,Total Self-employed,0,15,9,6,0,30,0,13,10,4,0,27,57,TR
